,Original Value,Amendment Value,Commodity Type,Country of Origin,Limited Tendering Reason,Exemption,Year,Entity,Entities Rule,Limited Tendering Rule,thresholds,Commodity Rule,Exemptions Rule,Estimated Trade Coverage,Commodity
36097,13481.32,0.0,Goods,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,"Machine Tools, Miscellaneous"
36110,1484646.55,490661.49,Services,CA,00,00,2018,VAC,Yes,Yes,Yes,No,Yes,No,Administrative Services
36121,142358.53,0.0,Goods,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,Passenger Motor Vehicles
36123,13528.4,0.0,Goods,US,00,01,2017,DND,Yes,Yes,No,Yes,Unknown,No,Ship and Marine Miscellaneous Equipment
36125,87975.0,0.0,Services,CA,00,00,2017,VAC,Yes,Yes,No,Yes,Yes,No,Organization Development
36153,10179.0,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"Hardware, Commercial"
36155,41527.5,71190.0,Services,CA,71,00,2018,CRA,Yes,Unknown,No,No,Yes,No,Information Products
36179,5440.62,17246.25,Services,CA,86,00,2018,CEO,Yes,Unknown,No,No,Yes,No,Media Analysis
36198,85988.72,0.0,Goods,US,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,ADP Software
36203,25000.0,0.0,Services,CA,85,00,2017,OAG,Yes,Unknown,No,Yes,Yes,No,Courier Service
36206,3390.0,20876.41,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
36208,136149.84,0.0,Services,CA,71,00,2017,ATSSC,Yes,Unknown,No,Yes,Yes,No,ADP Software Maintenance - Other than Microcomputer
36210,21153.28,0.0,Services,CA,00,00,2018,CSC,Unknown,Yes,No,Unknown,Yes,No,"Construction Material, Miscellaneous - Repair"
36225,56658.9,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"Footwear, Men's"
36234,61320.02,44422.56,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
36236,33501.68,35962.25,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
36256,158482.5,212722.5,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
36258,377087.44,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,Yes,No,Yes,No,Signage Design and Installation
36267,51966.67,56466.46,Services,CA,00,00,2018,OCOL,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
36275,72500.0,0.0,Construction,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Construction of Commercial Buildings
36278,88987.5,0.0,Services,CA,00,00,2017,GAC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
36330,12579.16,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,No,Yes,No,Harassment (Investigative Services)
36338,21356.61,23409.19,Services,CA,00,00,2019,TC,Yes,Yes,No,Yes,Yes,No,Miscellaneous Business Services
36341,61684.09,0.0,Services,CA,00,00,2017,DND,Yes,Yes,No,No,Yes,No,Technical Writing Services
36342,16950.0,68930.0,Services,CA,00,00,2018,FCAC,No,Yes,No,Yes,Yes,No,Budget Control Systems
36343,140735.51,-36821.36,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
36353,37397.35,0.0,Services,CA,71,00,2019,StatCan,Yes,Unknown,No,No,Yes,No,Database/Variable Imaging
36369,3500000.0,0.0,Services,US,00,00,2018,DND,Yes,Yes,Yes,No,Yes,No,Flying Training
36371,75373.6,205638.85,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
36382,45357.64,0.0,Services,CA,00,00,2018,CSC,Unknown,Yes,No,Unknown,Yes,No,"Construction Material, Miscellaneous - Repair"
36394,10458.63,0.0,Goods,CA,00,00,2019,CSC,Unknown,Yes,No,Unknown,Yes,No,Office Furniture
36420,19516.0,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,Language Training Services
36452,25424.86,25424.86,Services,CA,71,00,2018,CRA,Unknown,Unknown,No,Unknown,Yes,No,ADP Software Maintenance - Other than Microcomputer
36457,887050.0,0.0,Services,CA,00,00,2019,DND,Yes,Yes,Yes,No,Yes,No,"Product/Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D)"
36471,52267.5,116787.45,Services,CA,00,00,2017,DFO,Yes,Yes,No,Yes,Yes,No,"Cleaning and Maintenance, Janitorial"
36478,30000.0,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,No,Yes,No,Business Training
36493,10952.11,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
36517,53857.28,28852.12,Services,CA,00,00,2018,OIC,Yes,Yes,No,Yes,Yes,No,Budget Control Systems
36532,10320.5,0.0,Goods,US,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,Specialized Flight Clothing and Accessories
36566,0.0,0.0,Services,CA,00,00,2019,DFO,Yes,Yes,No,No,Yes,No,Buoys - Repair
36567,37290.0,0.0,Goods,CA,87,00,2018,CEO,Yes,Unknown,No,Yes,Yes,No,Office Supplies
36572,44619.75,44875.0,Services,CA,71,00,2017,CRA,Yes,Unknown,No,No,Yes,No,Information Products
36595,246276.45,0.0,Services,CA,00,00,2018,DND,Yes,Yes,Unknown,No,Yes,No,"Pilot Training Services, Aircraft"
36612,106018.86,8916.31,Services,CA,85,00,2018,CEO,Yes,Unknown,No,No,Yes,No,Promotional Items (Printed Only)
36619,10577.7,0.0,Services,CA,00,00,2017,CSC,Unknown,Yes,No,Unknown,Yes,No,Services of Individuals - Except Consultants
36625,100386.38,77970.0,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
36679,44375.1,-35231.14,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
36687,20382.0,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,No,Yes,No,Language Training Services
36709,26837.5,0.0,Services,CA,00,00,2018,ATSSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
36727,99992.5,99992.5,Services,CA,00,00,2018,VAC,Yes,Yes,Unknown,No,Yes,No,Storage and Warehousing
36759,158482.5,3316.29,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
36760,84783.9,87100.4,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
36761,8504.83,962.43,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
36768,12265.4,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"Meat, Poultry and Fish (replaced by gsin N8905Z)"
36783,70364.7,193502.93,Services,CA,86,00,2018,CEO,Yes,Unknown,No,Yes,Yes,No,"Human Resources Support Services (HRSS): Organization and Classification, Staffing and Compensation"
36784,14736.33,9824.22,Services,CA,00,00,2017,CRCC,Yes,Yes,No,No,Yes,No,General Office Help
36788,1384299.0,427815.53,Services,CA,00,00,2018,TC,Yes,Yes,Yes,No,Yes,No,Facilities Operations Service
36794,13374.5,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,No,Yes,No,"WAREHOUSE TRUCKS AND TRACTORS, SELF-PROPELLED - RENTAL"
36802,259362.12,-193754.66,Services,CA,00,00,2018,CRA,Yes,Yes,Unknown,No,Yes,No,Budget Control Systems
36808,74364.53,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,No,Yes,No,Commercial Security Guard and Related Services
36809,33124.8,100990.22,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
36812,167847.38,99892.0,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
36823,0.0,0.0,Services,CA,00,00,2019,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
36846,158482.5,212722.5,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
36855,147126.0,74749.5,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
36882,26466.68,1819.66,Services,CA,00,00,2019,CRA,Yes,Yes,No,Yes,Yes,No,"COPYING MACHINE, DIAZO PROCESS (WHITE PRINTER) - RENTAL"
36884,160347.0,160347.0,Services,CA,00,00,2017,GAC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
36899,36572.21,0.0,Goods,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,Hazardous Material Spill Containment and Clean-up Equipment and Material
36903,99846.8,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
36908,380218.12,141250.0,Services,CA,00,00,2019,CSC,Yes,Yes,Yes,No,Yes,No,Services of Individuals - Except Consultants
36939,10735.0,0.0,Services,CA,00,00,2017,VAC,Unknown,Yes,No,Yes,Yes,No,Communication Writing and Editing Services
36946,6871.92,3954.68,Services,CA,00,00,2017,CSC,Unknown,Yes,No,Unknown,Yes,No,Services of Individuals - Except Consultants
36950,162838.0,21641.76,Goods,CA,00,00,2018,CBSA,Yes,Yes,No,Yes,Yes,No,ADP Software
36958,50922.43,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Business Services
36966,101100.01,0.0,Services,CA,00,00,2017,FCAC,No,Yes,Unknown,Yes,Yes,No,Budget Control Systems
36982,24473.32,0.0,Goods,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,Drugs and Biologicals
37020,0.0,0.0,Services,CA,00,00,2018,CRA,Unknown,Yes,No,Yes,Yes,No,Flat Printing  / Loose leaf Printing
37041,26486.74,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,ADP Software
37067,15288.0,224.0,Services,CA,00,00,2017,CRA,Yes,Yes,No,No,Yes,No,Language Training Services
37076,0.0,0.0,Services,CA,00,00,2017,CRA,Yes,Yes,No,No,Yes,No,Budget Control Systems
37078,124134.42,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,No,Yes,No,Forms Flat Business
37129,75883.5,-79057.96,Services,CA,00,00,2019,ESDC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37134,131416.43,0.0,Services,CA,85,00,2018,CEO,Yes,Unknown,No,Yes,Yes,No,Informatics Professional Services
37140,53219.25,0.0,Services,CA,00,00,2017,DND,Unknown,Yes,No,Unknown,Yes,No,Physical Properties Testing and Inspection Equipment - Repair and Overhaul
37152,231732.94,231732.94,Services,CA,00,00,2018,FIN,Yes,Yes,Unknown,No,Yes,No,Language Training Services
37154,66775.0,0.0,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,Roofing and Waterproofing
37171,8249.0,0.0,Construction,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
37173,25496.86,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,No,Yes,No,Services of Individuals - Except Consultants
37178,64410.0,-10445.15,Services,CA,00,00,2019,ATSSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37180,11242.67,0.0,Goods,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,"Meat, Poultry and Fish (replaced by gsin N8905Z)"
37186,10039.68,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
37200,16611.0,16339.8,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
37211,113000.0,0.0,Services,CA,71,00,2017,OSFI,Yes,Unknown,No,Yes,Yes,No,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
37212,585453.0,219500.1,Services,CA,00,00,2017,CBSA,Yes,Yes,Yes,No,Yes,No,Miscellaneous Communications Services
37215,108480.0,12651.48,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37228,25990.0,0.0,Services,CA,87,00,2019,CSC,Unknown,Unknown,No,Yes,Yes,No,Commercial Security Guard and Related Services
37233,10500.0,0.0,Services,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
37234,173171.24,747337.5,Services,CA,00,00,2018,ESDC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37245,13402.11,0.0,Goods,CA,00,00,2017,VAC,Yes,Yes,No,Yes,Yes,No,"Headsets, Handsets, Microphones and Speakers"
37250,21069.7,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
37254,63957.44,-25055.49,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37265,117972.0,26442.0,Services,CA,00,00,2017,HC,Yes,Yes,No,No,Yes,No,Administrative Services
37269,61574.86,0.0,Construction,CA,00,00,2017,DFO,Unknown,Yes,No,Unknown,Yes,No,Structural Steel Work
37277,12995.0,0.0,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
37278,34052.21,0.0,Services,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,"Generators and Generator Sets, Electrical - Repair"
37281,102650.0,0.0,Construction,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Construction of Commercial Buildings
37286,10274.52,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"Meat, Poultry and Fish (replaced by gsin N8905Z)"
37289,399398.5,0.0,Services,CA,00,00,2018,PCO,Yes,Yes,Yes,No,Yes,No,General Office Help
37296,102141.83,-13014.21,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,"Consulting Services, Change Management / Organizational Development (CM/OD)"
37302,7781.0,5695.2,Services,CA,00,00,2017,CBSA,Yes,Yes,No,No,Yes,No,Language Training Services
37307,99666.0,170630.0,Services,CA,00,00,2018,GAC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37320,19102.65,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Business Services
37333,66432.56,70450.93,Services,CA,00,00,2019,GAC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37338,118650.0,0.0,Services,CA,00,00,2018,CNSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37345,14375.0,0.0,Services,CA,87,00,2019,CSC,Unknown,Unknown,No,Yes,Yes,No,Commercial Security Guard and Related Services
37356,12069.4,12196.44,Services,CA,00,00,2017,VAC,Yes,Yes,No,No,Yes,No,General Office Help
37383,136617.0,-73743.8,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37387,138142.5,12486.5,Services,CA,00,00,2019,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37420,72124.56,0.0,Services,CA,00,00,2019,DND,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37429,11596.55,0.0,Services,CA,00,00,2017,CSC,Unknown,Yes,No,Unknown,Yes,No,Services of Individuals - Except Consultants
37436,74130.12,0.0,Services,CA,00,00,2018,CBSA,Yes,Yes,No,No,Yes,No,Harassment (Investigative Services)
37443,168567.75,-132503.8,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37450,62145.48,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
37453,10268.04,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,Bakery and Cereal Products (replaced by gsin N8920Z)
37459,87326.4,90445.2,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Technical Engineering and Maintenance Services (TEMS) (Excludes requirements related to armament, R&D and R&O)"
37474,140129.04,73454.52,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Miscellaneous Business Services
37476,14102.4,0.0,Services,CA,87,00,2019,CSC,Unknown,Unknown,No,Yes,Yes,No,Commercial Security Guard and Related Services
37484,488625.0,44657.6,Services,CA,00,00,2017,CBSA,Yes,Yes,Yes,No,Yes,No,Budget Control Systems
37487,21634.98,0.0,Goods,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Communications Security Equipment and Components
37493,52500.0,215502.3,Services,CA,00,00,2017,OSFI,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37496,0.0,0.0,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37498,10058.53,0.0,Construction,EC,87,00,2017,GAC,Yes,Unknown,No,Yes,Yes,No,Painting Work
37503,10887.12,0.0,Goods,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,Plumbing Fixtures and Accessories
37509,67806.73,69872.44,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,"Medical and Surgical Instruments, Equipment and Supplies - Repair"
37519,104035.11,0.0,Services,US,71,00,2018,CRCC,Yes,Unknown,No,Yes,Yes,No,Informatics Professional Services
37530,51838.34,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37541,65648.48,67610.16,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
37568,11752.0,-35907.36,Services,CA,00,00,2017,CRA,Unknown,Yes,No,Yes,Yes,No,Advertising
37580,31618.13,0.0,Services,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,ADPE System Configuration - Installation
37588,0.0,0.0,Services,CA,00,00,2019,DFO,Yes,Yes,No,No,Yes,No,Buoys - Repair
37590,161472.48,0.0,Services,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,Organization Development
37599,20400.0,0.0,Services,CA,00,00,2019,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37603,45990.0,0.0,Services,CA,00,00,2018,CSC,Unknown,Yes,No,Unknown,Yes,No,Freight Elevators -repair
37612,164076.01,164076.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37613,271200.0,224870.0,Services,CA,00,00,2017,DND,Yes,Yes,Unknown,No,Yes,No,Ergonomic Services
37633,153205.04,205638.85,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37646,87462.0,-36150.96,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37648,48397.58,0.0,Goods,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,Passenger Motor Vehicles
37667,333533.9,21052.5,Services,CA,00,00,2018,VAC,Yes,Yes,Yes,No,Yes,No,Advertising
37683,67762.85,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37685,111371.68,0.0,Goods,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,"Automatic Data Processing Equipment, System Configuration"
37690,172008.6,58308.0,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37700,13966.8,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
37728,59636.88,76782.48,Services,CA,00,00,2018,CRA,Yes,Yes,No,No,Yes,No,Budget Control Systems
37737,31075.0,-18645.0,Services,CA,00,00,2018,ATSSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37766,21639.0,0.0,Goods,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,Electrical Hardware and Supplies
37791,10509.0,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37823,1107750.0,0.0,Services,CA,00,00,2018,DND,Yes,Yes,Yes,No,Yes,No,"System Design, Development and Testing: Science and Technology Related (R&D)"
37832,97826.25,0.0,Goods,CA,87,00,2018,CEO,Yes,Unknown,No,Yes,Yes,No,Miscellaneous Items
37841,121145.04,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,"Consulting Services, Change Management / Organizational Development (CM/OD)"
37846,115612.56,35391.6,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37857,160219.88,10735.0,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37858,1193221.72,1133600.31,Services,CA,71,00,2018,CRA,Yes,Unknown,Yes,No,Yes,No,Information Products
37865,159567.64,-84964.59,Services,CA,00,00,2019,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37873,37434.37,0.0,Services,CA,00,00,2017,StatCan,Yes,Yes,No,Yes,Yes,No,ADP COMPONENTS - LEASE
37874,0.0,0.0,Goods,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Stationery and Record Forms
37877,74733.75,42540.75,Services,CA,85,00,2018,CEO,Unknown,Unknown,No,Yes,Yes,No,Public Relations Services Non-Related to Advertising
37890,24795.0,0.0,Services,CA,85,00,2018,CRCC,Yes,Unknown,No,Yes,Yes,No,Consulting Services
37911,60479.99,0.0,Services,CA,00,00,2017,CBSA,Unknown,Yes,No,Yes,Yes,No,Commercial Security Guard and Related Services
37912,0.0,0.0,Services,CA,00,00,2019,DFO,Yes,Yes,No,No,Yes,No,Buoys - Repair
37913,26061.63,81512.5,Services,CA,00,00,2017,CTA,Yes,Yes,No,No,Yes,No,Professional Services / Financial Analysis
37915,135099.51,0.0,Services,US,00,00,2019,TC,Yes,Yes,No,No,Yes,No,Professional Services / Program Research Analysis
37927,0.0,0.0,Services,CA,00,00,2019,DFO,Yes,Yes,No,No,Yes,No,Buoys - Repair
37931,1695.0,9605.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,No,Yes,No,Sanitary Services
37936,227671.91,0.0,Services,CA,00,00,2019,NSERC,Yes,Yes,Yes,No,Yes,No,"Information Retrieval Services, Database"
37943,10770.21,0.0,Goods,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,"Meat, Poultry and Fish (replaced by gsin N8905Z)"
37944,40029.4,2332.92,Services,CA,71,00,2017,CRA,Yes,Unknown,No,No,Yes,No,Information Products
37948,36719.35,0.0,Construction,CA,00,00,2019,DFO,Unknown,Yes,No,Unknown,Yes,No,Structural Steel Work
37951,164184.3,-35380.19,Services,CA,00,00,2019,DND,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37965,114615.9,-123253.62,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37974,13395.74,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,No,Yes,No,Services of Individuals - Except Consultants
37983,100000.01,97800.57,Services,CA,00,00,2017,OSFI,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
37984,28250.0,70204.19,Services,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
37986,4830.0,14145.0,Services,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
38009,2100.0,5250.0,Services,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
38012,158482.5,212722.5,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
38048,178246.2,46985.4,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
38054,15204.2,0.0,Goods,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,ADP Input-Output and Storage Devices
38064,155798.75,158200.0,Services,CA,00,00,2018,OCOL,Yes,Yes,No,Unknown,Yes,No,Data Analysis - Performance of a Survey
38076,21247.38,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,Fruits and Vegetables (replaced by gsin N8915Z)
38084,51426.3,20848.5,Services,CA,00,00,2018,GAC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
38103,61867.5,96083.9,Goods,CA,00,00,2017,OSFI,Yes,Yes,No,Yes,Yes,No,Training Aids
38111,12899.25,0.0,Services,CA,00,00,2018,VAC,Unknown,Yes,No,Unknown,Yes,No,Grounds Maintenance
38126,22845.53,0.0,Services,CA,00,00,2018,CSC,Unknown,Yes,No,Unknown,Yes,No,Services of Individuals - Except Consultants
38128,158200.0,-69930.05,Services,CA,00,00,2017,CNSC,Yes,Yes,Yes,No,Yes,No,Communication Writing and Editing Services
38142,63989.64,65269.93,Services,CA,00,00,2018,DFO,Yes,Yes,No,Yes,Yes,No,Alternative Work Environment Studies
38143,64636.0,0.0,Services,CA,00,00,2018,ATSSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
38153,28702.0,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
38157,11750.45,0.0,Services,CA,00,00,2018,CSC,Unknown,Yes,No,Yes,Yes,No,Trucking
