,procurement_id,original_value,agreement_type_code,commodity_type_code,commodity_code,limited_tendering_reason_code,document_type_code,reporting_period,owner_org_title,abbreviation,Federal Entity,Abbreviation,NAFTA,CCFTA,CCoFTA,CHFTA,CPaFTA,CPFTA,CKFTA,CUFTA,WTO-AGP,CETA,CPTPP
183254,3000680627,36113.65,CCFTA,Services,R199,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183263,3000680627,36113.65,CCFTA,Services,R199,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183320,3000680995,172462.51,CCFTA,Services,B109,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183420,3000681826,18873.15,CCFTA,Services,R199,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183479,3000682368,11240.0,CCFTA,Goods,6625,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183515,3000682645,98430.75,CCFTA,Services,R019,71,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183572,3000683232,390048.53,CCFTA,Goods,6660,71,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183583,3000683421,595355.75,CCFTA,Services,JX69,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183640,3000683983,22995.0,CCFTA,Services,B301,85,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183704,3000684918,38105.46,CCFTA,Services,JX20,71,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183716,3000685080,67800.0,CCFTA,Goods,8940,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183754,3000685684,88047.79,CCFTA,Goods,2300,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183780,3000685985,115371.69,CCFTA,Services,B109,71,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183795,3000686174,204966.02,CCFTA,Services,W100,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183816,3000686444,177100.0,CCFTA,Services,B509,00,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183852,3000687378,4660262.46,CCFTA,Services,AJ21,71,Contract,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183863,7200001353,61879.55,CCFTA,Services,D302,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183871,7200001272,121095.0,CCFTA,Services,D302,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183880,7200001579,18373.01,CCFTA,Services,D302,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183890,7200001606,269731.35,CCFTA,Services,R019,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183899,7200001339,145617.45,CCFTA,Services,D302,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183908,7200001326,30150.0,CCFTA,Services,D302,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183917,7200001320,34105.5,CCFTA,Services,D302,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183925,7200001435,558502.56,CCFTA,Services,D302,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183937,7200001661,463579.2,CCFTA,Services,D302,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183946,7200001739,29778.53,CCFTA,Services,R201,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183958,7200001666,74998.66,CCFTA,Services,D302,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183967,7200001712,35650.0,CCFTA,Services,D302,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183975,7200001673,150519.6,CCFTA,Services,D302,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183984,7200001687,133560.0,CCFTA,Services,D302,00,Amendment,2018,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
183992,80002257,224488.69,CCFTA,Services,R122,71,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184006,80002298,3134670.31,CCFTA,Services,W210,71,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184022,20170084A,46479.99,CCFTA,Services,JX70,71,Amendment,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184037,20180218A,333411.77,CCFTA,Services,B103,00,Amendment,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184047,20160256A,235112.32,CCFTA,Services,B100,00,Amendment,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184059,20160039A,3296914.83,CCFTA,Services,JX38,00,Amendment,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184071,20160378A,186970.0,CCFTA,Goods,6660,00,Amendment,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184087,20190395A,417864.46,CCFTA,Goods,6630,00,Amendment,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184096,20190405A,880945.14,CCFTA,Goods,6630,00,Amendment,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184107,20191058A,827244.75,CCFTA,Goods,6600,00,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184116,20181214A,325000.0,CCFTA,Services,B109,71,Amendment,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184134,20181321A,43700.0,CCFTA,Goods,5840,71,Amendment,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184145,20191065A,39997.0,CCFTA,Goods,2320,00,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184155,20190848A,113971.8,CCFTA,Goods,6660,20,Amendment,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184164,20190481A,268178.38,CCFTA,Goods,6600,00,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184173,3000581093,443854.51,CCFTA,Services,D302,00,Amendment,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184210,3000674698,161252.43,CCFTA,Services,R010,00,Amendment,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184243,3000681259,265937.18,CCFTA,Services,R199,00,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184263,3000683234,241659.05,CCFTA,Services,AT91,00,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184285,3000684722,261798.08,CCFTA,Goods,5164,00,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184350,3000686867,357683.29,CCFTA,Services,R102,00,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184370,3000687263,431905.25,CCFTA,Services,K105,00,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184391,3000687486,346589.9,CCFTA,Services,K105,00,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184401,3000687487,276111.24,CCFTA,Services,K105,00,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184411,3000687488,593310.64,CCFTA,Services,K105,00,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184421,3000687489,334518.66,CCFTA,Services,K105,00,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184505,3000688302,19084.81,CCFTA,Services,JX66,71,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184532,3000688622,404801.67,CCFTA,Services,B100,00,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184749,3000690776,83589.45,CCFTA,Goods,5139,00,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184775,3000690865,17716.97,CCFTA,Services,JX20,71,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184786,3000690953,32720.3,CCFTA,Services,WL36,00,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184838,3000691468,29725.5,CCFTA,Services,AZ11,00,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184854,3000691619,478640.88,CCFTA,Goods,6660,00,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184916,7200001531,56500.0,CCFTA,Services,T002,00,Amendment,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184924,7200001550,402401.48,CCFTA,Services,D302,00,Amendment,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184939,7200000926,289892.4,CCFTA,Services,D302,00,Amendment,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184948,7200001496,46760.33,CCFTA,Services,R199,00,Amendment,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184957,7200001661,463579.2,CCFTA,Services,D302,00,Amendment,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184974,7200001792,214198.43,CCFTA,Services,R019,00,Contract,2019,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
184988,3000581169,294000.0,CCFTA,Services,B509,00,Amendment,2017,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
185014,3000590133,47188.02,CCFTA,Services,AT91,00,Amendment,2017,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
185037,3000622111,19849.98,CCFTA,Services,AE11,85,Amendment,2017,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
185097,3000639103,169427.17,CCFTA,Services,K100,00,Contract,2017,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
185164,3000640772,800000.0,CCFTA,Services,D302,71,Contract,2017,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
185690,7200000926,289892.4,CCFTA,Services,R123,00,Amendment,2017,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
185700,7200001320,34105.5,CCFTA,Services,D302,00,Amendment,2017,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
185709,7200001339,145617.45,CCFTA,Services,D302,00,Contract,2017,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
185720,7200001435,558502.56,CCFTA,Services,D302,00,Contract,2017,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
185728,7200001453,167518.58,CCFTA,Services,D302,00,Contract,2017,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
185775,20171710A,40889.52,CCFTA,Services,JX70,00,Contract,2017,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
185836,20170252A,378000.0,CCFTA,Goods,6630,00,Amendment,2017,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
185846,20170290A,295684.66,CCFTA,Services,JI66,00,Amendment,2017,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
185860,20171710A,40889.52,CCFTA,Services,JX70,00,Amendment,2017,Environment and Climate Change Canada | Environnement et Changement climatique Canada,ECCC,Department of the Environment,ECCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
