,Original Value,Trade Agreement Code,Commodity Type,Country of Origin,Limited Tendering Reason,Exemption,Year,Entity,Entities Rule,Limited Tendering Rule,Thresholds Rule,Commodity Rule,Exemptions Rule,Commodity
37091,19771.68,CFTA,Services,CA,85,0,2018,SWC,Unknown,Unknown,No,Unknown,Yes,"Hotels, Motels and Commercial Accommodation"
37093,18569.2,WTO-AGP,Services,CA,85,0,2018,CRCC,Yes,Unknown,No,No,Yes,Language Training Services
37108,31936.65,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,BACS - Building Automation Control Systems
37111,18917.1,CETA,Goods,GB,0,0,2019,DND,Yes,Yes,No,Yes,Yes,Hose and Flexible Tubing
37116,18954.44,NAFTA,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,Office Furniture
37132,16950.0,CFTA,Services,CA,0,0,2018,CRA,Unknown,Yes,No,Unknown,Yes,Informatics Professional Services
37139,30510.0,CFTA,Services,CA,0,0,2017,CBSA,Unknown,Yes,No,Yes,Yes,Storage and Warehousing
37152,15185.21,NAFTA,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Miscellaneous Electric Power and Distribution Equipment
37163,23431.68,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Building/Installation Special Trade Services, Not Elsewhere Specified"
37167,15560.0,NAFTA,Construction,CA,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Air Distribution Systems - Installation and Repair
37180,13205.62,CFTA,Services,CA,0,0,2018,CRA,Unknown,Yes,No,Yes,Yes,Forms Flat Business
37191,148370.0,NAFTA,Construction,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Sewers/ Drainage
37207,10179.0,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"Hardware, Commercial"
37220,162720.0,CETA,Services,CA,0,0,2019,GAC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
37239,13293.23,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"ADP Central Processing Unit (CPU, Computer) Digital - Installation"
37242,29999.0,NAFTA,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Trash/Garbage Collection Services
37245,22780.8,NAFTA,Goods,CA,85,0,2018,GAC,Yes,Unknown,No,Yes,Yes,Office Furniture
37266,41788.56,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Building/Installation Special Trade Services, Not Elsewhere Specified"
37275,29945.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
37279,11957.4,NAFTA,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Refrigeration and Air Conditioning Components - Repair
37312,24991.65,WTO-AGP,Services,CA,85,0,2017,CRCC,Yes,Unknown,No,No,Yes,Professional Services / Program Research Analysis
37320,80831.16,WTO-AGP,Services,CA,71,0,2017,CNSC,Yes,Unknown,No,Yes,Yes,"MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT, MISCELLANEOUS - RENTAL"
37352,52219.56,CFTA,Services,CA,0,0,2017,VAC,Unknown,Yes,No,Yes,Yes,Media Monitoring Services
37377,21105.65,WTO-AGP,Services,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,"Human Resources Support Services (HRSS): Organization and Classification, Staffing and Compensation"
37382,20859.8,NAFTA,Goods,CA,85,0,2017,PHAC,Yes,Unknown,No,Yes,Yes,ADP Software
37390,16950.0,NAFTA,Services,CA,0,0,2018,FCAC,No,Yes,No,Yes,Yes,Budget Control Systems
37427,3390000.0,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,Yes,No,Yes,Military (R&D)
37481,98472.2,CETA,Goods,CA,0,0,2018,OSFI,Yes,Yes,No,Yes,Yes,"Radio and Television Communications Equipment, Except Airborne"
37525,12961.1,NAFTA,Goods,CA,85,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Office Furniture
37533,27455.14,WTO-AGP,Goods,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
37586,42639.34,CFTA,Construction,CA,0,0,2019,DND,Unknown,Yes,No,Unknown,Yes,"Building/Installation Special Trade Services, Not Elsewhere Specified"
37590,1029375.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Construction of Commercial Buildings
37644,11031.09,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
37653,12339.5,WTO-AGP,Services,CA,0,0,2018,VAC,Yes,Yes,No,No,Yes,Language Training Services
37704,28611.6,NAFTA,Services,CA,0,0,2018,CBSA,Yes,Yes,No,No,Yes,Forms Flat Business
37707,10305.6,NAFTA,Services,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,Language Training Services
37722,116201.3,WTO-AGP,Services,CA,0,0,2019,CBSA,Yes,Yes,No,No,Yes,Office Furniture - Installation
37762,39154.5,WTO-AGP,Services,CA,0,0,2018,CBSA,Yes,Yes,No,No,Yes,First Aid Training Courses
37766,27834.57,CFTA,Services,CA,71,0,2017,PSC,Unknown,Unknown,No,Unknown,Yes,Information Products
37775,66670.0,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,No,Yes,Substance Abuse Counselling
37786,67353.09,CETA,Services,CA,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
37832,24780.0,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Other Engineering Studies
37837,22663.59,NAFTA,Goods,CA,85,0,2018,GAC,Yes,Unknown,No,Yes,Yes,Office Furniture
37845,61200.0,CETA,Services,CA,0,0,2019,GAC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
37918,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
37920,43301.6,CFTA,Services,CA,0,0,2018,VAC,Unknown,Yes,No,Yes,Yes,Stakeholder and Citizen Consultation and Engagement Services
37977,78602.99,NAFTA,Services,CA,71,0,2018,DND,Yes,Unknown,No,No,Yes,"Maintenance, Repair, Modification, Rebuilding & Installation of Equipment related to Ships"
38003,64586.98,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Switching Devices (Data, Modems, Peripherals, Video etc.) - Maintenance"
38015,18350.02,CFTA,Services,CA,0,0,2017,CBSA,Unknown,Yes,No,Unknown,Yes,LAUNDRY AND DRY CLEANING EQUIPMENT - RENTAL
38025,172600.56,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Data Entry Services
38029,16844.41,NAFTA,Services,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,"Generators and Generator Sets, Electrical - Repair"
38051,104242.5,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Informatics Professional Services
38056,14140.0,WTO-AGP,Goods,CA,0,0,2017,HC,Yes,Yes,No,Yes,Yes,Drugs and Biologicals
38065,23165.16,CFTA,Services,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
38073,108819.0,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Informatics Professional Services
38105,12928.1,WTO-AGP,Goods,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,Office Furniture
38121,30430.7,WTO-AGP,Goods,CA,71,0,2018,CRA,Yes,Unknown,No,Yes,Yes,Office Furniture
38134,23885.0,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Environmental Services
38147,141112.82,CETA,Services,CA,0,0,2019,CRA,Yes,Yes,No,No,Yes,Budget Control Systems
38169,15488.55,NAFTA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Batteries, Rechargeable"
38180,64575.0,WTO-AGP,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Special Dietary Foods and Food Speciality Preparations (replaced by gsin N8940Z)
38183,16965.01,WTO-AGP,Goods,CA,0,3,2017,CRA,Yes,Yes,No,Yes,Unknown,Video Recording and Reproduction Equipment
38192,11364.68,CFTA,Goods,CA,0,0,2017,DND,Unknown,Yes,No,Unknown,Yes,"Batteries, Rechargeable"
38194,21696.0,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Harassment (Investigative Services)
38209,32732.0,CFTA,Services,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
38213,102079.68,CETA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Informatics Professional Services
38228,41090.0,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,No,No,Yes,Services Related to Water Transportation
38247,11300.0,CFTA,Services,CA,0,0,2017,CBSA,Unknown,Yes,No,Yes,Yes,Storage and Warehousing
38256,11621.07,WTO-AGP,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,ADP Input-Output and Storage Devices
38290,50359.27,WTO-AGP,Services,US,87,0,2018,GAC,Yes,Unknown,No,Yes,Yes,"Cleaning and Maintenance, Janitorial"
38302,137728.55,NAFTA,Services,CA,0,0,2017,LAC,Yes,Yes,Yes,No,Yes,"Information Retrieval Services, Database"
38313,36578.1,CFTA,Services,CA,74,0,2017,PCO,Unknown,Unknown,No,Unknown,Yes,Multimedia Services
38327,11498.81,WTO-AGP,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
38342,157500.0,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,No,Yes,"Boiler, Chemical Water Treatment & Related Services"
38350,154947.0,NAFTA,Services,CA,87,0,2019,CEO,Yes,Unknown,Yes,No,Yes,"Hotels, Motels and Commercial Accommodation"
38365,20538.24,NAFTA,Goods,CA,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Office Furniture
38396,35989.09,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
38397,5085.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
38407,157348.8,WTO-AGP,Services,CA,0,0,2019,DND,Yes,Yes,No,Yes,Yes,Informatics Professional Services
38416,10198.03,NAFTA,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Office Furniture
38424,57584.8,NAFTA,Services,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,ADP Software Maintenance - Other than Microcomputer
38435,29099.71,CFTA,Services,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
38438,11300.0,WTO-AGP,Services,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,Freight Elevators -repair
38441,25000.0,NAFTA,Services,CA,0,0,2017,StatCan,Yes,Yes,No,Yes,Yes,Mobility Equipment Minor Engineering Tasks (MEMET) related to vehicular equipment
38455,28068.07,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Plumbing Contractor Services
38457,37497.07,CFTA,Services,CA,87,0,2018,CEO,Unknown,Unknown,No,Unknown,Yes,ADP Software Maintenance - Other than Microcomputer
38488,56692.62,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Electrical Hardware and Supplies
38525,17981.92,CETA,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"Armor, Personal"
38542,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
38545,19840.0,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Other Engineering Studies
38558,13400.0,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Other Engineering Studies
38560,22600.0,CFTA,Services,CA,87,0,2019,CSC,Unknown,Unknown,No,Yes,Yes,Commercial Security Guard and Related Services
38577,42262.0,CFTA,Services,US,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,Filter and Network - Repair
38585,227100.0,NAFTA,Construction,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Construction of One and Two Dwelling Buildings
38596,25788.0,CFTA,Services,CA,87,0,2019,CSC,Unknown,Unknown,No,Yes,Yes,Commercial Security Guard and Related Services
38600,153205.04,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
38645,273663.4,NAFTA,Services,CA,71,0,2018,ATSSC,Yes,Unknown,Yes,No,Yes,"Information Retrieval Services, Database"
38651,33501.68,WTO-AGP,Services,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
38684,170171.67,WTO-AGP,Services,CA,0,0,2017,CNSC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
38689,78535.0,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,Insurance Services
38700,10623.69,NAFTA,Services,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,Refrigeration and Air Conditioning Components - Repair
38704,16717.9,CFTA,Goods,CA,0,0,2018,CGC,Yes,Yes,No,Unknown,Yes,"Intercommunication and Public Address Systems, Except Airborne"
38715,271200.0,WTO-AGP,Services,CA,0,0,2017,DND,Yes,Yes,Unknown,No,Yes,Ergonomic Services
38731,101100.0,NAFTA,Services,CA,0,0,2018,FCAC,No,Yes,Unknown,Yes,Yes,Budget Control Systems
38737,169579.1,CETA,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,Budget Control Systems
38745,24789.38,WTO-AGP,Services,CA,85,0,2019,CRCC,Yes,Unknown,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
38762,47460.0,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Consulting Services
38763,10622.0,CFTA,Services,CA,87,0,2019,CSC,Unknown,Unknown,No,Yes,Yes,Commercial Security Guard and Related Services
38801,13902.0,WTO-AGP,Services,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,Consulting Services
38816,127225.63,NAFTA,Goods,DK,74,0,2018,CGC,No,Unknown,Yes,Yes,Yes,Laboratory Equipment and Supplies
38823,115000.0,WTO-AGP,Services,CA,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Consulting Services
38834,186011.86,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,Unknown,No,Yes,"Pilot Training Services, Aircraft"
38839,22782.3,CFTA,Services,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
38926,23228.96,WTO-AGP,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
38954,21752.5,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,Consulting Services
38966,25485.51,CFTA,Services,CA,0,0,2017,DND,Unknown,Yes,No,Yes,Yes,Water Transportation
38968,3390.0,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
38973,153205.04,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
39000,10628.0,WTO-AGP,Services,CA,85,0,2017,DND,Yes,Unknown,No,Yes,Yes,Organization Development
39030,19955.28,NAFTA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Engine Accessories, Miscellaneous, Non-Aircraft"
39033,18427.5,CFTA,Goods,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,Tents and Tarpaulins
39041,24105.19,NAFTA,Goods,CA,85,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Office Furniture
39064,43412.68,WTO-AGP,Services,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
39069,16211.48,WTO-AGP,Services,CA,86,0,2018,CEO,Yes,Unknown,No,No,Yes,Budget Control Systems
39072,152550.0,CETA,Services,CA,0,0,2019,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
39094,46576.37,CFTA,Services,CA,5,0,2018,DND,Unknown,Unknown,No,Unknown,Yes,DEMOLITION MATERIALS - PRODUCTION DESIGN
39102,84288.2,WTO-AGP,Goods,CA,71,0,2018,CAS,Yes,Unknown,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
39107,83958.94,WTO-AGP,Goods,CA,0,0,2018,CRCC,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
39114,100000.0,NAFTA,Services,CA,85,0,2017,PSIC,No,Unknown,Unknown,No,Yes,Legal Services/Litigation/Lawyers
39138,400000.0,WTO-AGP,Services,CA,0,0,2017,CAS,Yes,Yes,Yes,No,Yes,Translation Services
39139,37928.6,WTO-AGP,Goods,CA,0,0,2017,VAC,Yes,Yes,No,Yes,Yes,ADP Software
39146,17000.0,WTO-AGP,Services,CA,0,0,2018,PMPRB,Yes,Yes,No,No,Yes,Expert Witness
39148,249920.84,WTO-AGP,Construction,CA,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Construction of Commercial Buildings
39152,17128.3,NAFTA,Goods,CA,0,0,2019,DND,Yes,Yes,No,Yes,Yes,"Valves, Nonpowered"
39178,81473.0,NAFTA,Services,CA,0,0,2018,GAC,Yes,Yes,Unknown,No,Yes,Public Opinion Research - Quantitative
39189,14728.3,WTO-AGP,Services,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,"Computer Services, Not Elsewhere Specified"
39214,10443.31,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"Meat, Poultry and Fish (replaced by gsin N8905Z)"
39234,344996.55,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,Yes,No,Yes,Snow Plowing and Removal
39277,73382.4,CFTA,Services,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,Technical / Vocational Training
39283,51060.0,NAFTA,Services,CA,0,0,2017,VAC,Yes,Yes,No,Yes,Yes,Language Training Services
39286,8889368.6,WTO-AGP,Services,CA,0,0,2019,CBSA,Yes,Yes,Yes,No,Yes,Bus Services
39307,24500.0,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Building/Installation Special Trade Services, Not Elsewhere Specified"
39327,12900.0,WTO-AGP,Services,CA,0,0,2017,CRA,Yes,Yes,No,No,Yes,Language Training Services
39335,2085551.0,WTO-AGP,Construction,CA,0,0,2017,GAC,Yes,Yes,No,Yes,Yes,Building Fire Protection Systems
39356,105029.66,WTO-AGP,Services,CA,87,0,2018,CEO,Yes,Unknown,No,Yes,Yes,Informatics Professional Services
39373,62787.0,WTO-AGP,Goods,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
39374,17114.03,CFTA,Services,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
39419,14712.0,NAFTA,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,Programming Services
39426,15695.7,NAFTA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Pipe, Tube and Rigid Tubing"
39456,55049.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Construction of Commercial Buildings
39457,61527.66,WTO-AGP,Services,CA,0,0,2017,OSGG,Yes,Yes,No,Yes,Yes,"Hotels, Motels and Commercial Accommodation"
39471,21175.07,NAFTA,Services,CA,0,0,2017,VAC,Yes,Yes,No,Yes,Yes,Language Training Services
39483,11996.34,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Vocational and Psychometric Testing
39485,24995.52,CFTA,Services,CA,0,0,2017,DND,Unknown,Yes,No,Yes,Yes,Water Transportation
39510,12430.0,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,Freight Elevators -repair
39533,12402.01,CETA,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Teletype and Facsimile Equipment
39551,18073.93,NAFTA,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Refrigeration and Air Conditioning Components - Repair
39554,10201.28,NAFTA,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Language Training Services
39560,11441.82,CFTA,Goods,US,85,0,2018,DND,Unknown,Unknown,No,Unknown,Yes,"Ammunition, through 30mm"
39576,50857.48,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Combination and Miscellaneous Instruments - Repair
39623,19662.0,WTO-AGP,Services,CA,0,0,2017,CRCC,Yes,Yes,No,Yes,Yes,"Human Resources Support Services (HRSS): Organization and Classification, Staffing and Compensation"
39625,62489.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
39637,11326.31,NAFTA,Goods,CA,71,0,2018,CSC,Yes,Unknown,No,Yes,Yes,"Hospital Furniture, Equipment, Utensils and Supplies"
39649,10479.6,NAFTA,Services,GT,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Organization Development
39654,26244.36,NAFTA,Services,CA,71,0,2018,CHRC,Yes,Unknown,No,Yes,Yes,ADP Software Maintenance - Other than Microcomputer
39676,35866.97,WTO-AGP,Services,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,"MACHINE TOOLS, MISCELLANEOUS - RENTAL"
39684,21155.4,NAFTA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Engine Electrical System Components, Non-Aircraft"
39694,11326.31,NAFTA,Goods,CA,71,0,2018,CSC,Yes,Unknown,No,Yes,Yes,"Hospital Furniture, Equipment, Utensils and Supplies"
39697,33471.13,CFTA,Services,CA,0,0,2017,CBSA,Unknown,Yes,No,Yes,Yes,Storage and Warehousing
39702,66875.2,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Other Engineering Studies
39713,32122.39,WTO-AGP,Goods,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
39737,58230.36,CFTA,Services,CA,71,0,2018,DND,Unknown,Unknown,No,Unknown,Yes,Informatics Professional Services
39757,24635.13,WTO-AGP,Services,CA,85,0,2018,CRCC,Yes,Unknown,No,Yes,Yes,Consulting Services
39760,294258.78,WTO-AGP,Services,CA,0,0,2017,DND,Yes,Yes,Unknown,No,Yes,Professional Services / Financial Analysis
39761,32738.74,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
39763,1150.2,NAFTA,Services,CA,0,0,2018,FPCC,Yes,Yes,No,No,Yes,General Commercial Photography
39780,17204.46,NAFTA,Services,CA,0,0,2017,CAS,Yes,Yes,No,No,Yes,Commercial Security Guard and Related Services
39784,95477.07,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
39790,10357.92,WTO-AGP,Goods,CA,0,0,2018,StatCan,Yes,Yes,No,Yes,Yes,Office Furniture
39811,165564.0,CETA,Services,CA,0,0,2019,GAC,Yes,Yes,No,Yes,Yes,Consulting Services
39815,80031.12,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,Unknown,No,Yes,Communication Support Products
39828,37434.37,WTO-AGP,Services,CA,0,0,2017,StatCan,Yes,Yes,No,Yes,Yes,ADP COMPONENTS - LEASE
39838,1967556.0,WTO-AGP,Services,CA,71,0,2017,CSC,Yes,Unknown,Yes,No,Yes,Telephones and Telegraph Equipment - Maintenance
39841,22916.4,CFTA,Services,CA,87,0,2017,CRA,Unknown,Unknown,No,Yes,Yes,Press Service
39871,11136.14,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Bakery and Cereal Products (replaced by gsin N8920Z)
39885,101097.74,NAFTA,Services,CA,0,0,2017,FCAC,No,Yes,Unknown,Yes,Yes,Budget Control Systems
39918,36313.71,NAFTA,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,"COPYING MACHINE, DIAZO PROCESS (WHITE PRINTER) - RENTAL"
39936,11912.06,NAFTA,Services,CA,85,0,2018,CBSA,Yes,Unknown,No,Yes,Yes,Multimedia Services
39973,15445.97,WTO-AGP,Services,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,"COPYING MACHINE, DIAZO PROCESS (WHITE PRINTER) - RENTAL"
39982,207284.94,NAFTA,Services,CA,0,0,2017,CBSA,Yes,Yes,Yes,No,Yes,Public Opinion Research - Quantitative & Qualitative
39988,11898.84,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Plumbing Fixtures and Accessories
40009,14066.13,NAFTA,Goods,CA,85,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Office Furniture
40028,13651.14,NAFTA,Services,CA,85,0,2018,HC,Yes,Unknown,No,Yes,Yes,"Medical and Surgical Instruments, Equipment and Supplies - Repair"
40048,62093.5,NAFTA,Services,CA,0,0,2017,GAC,Yes,Yes,No,No,Yes,General Office Help
40052,20669.67,WTO-AGP,Goods,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,"Camera, CCTV, Low Light Level (LLL) Application"
40068,153205.04,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
40095,35024.35,CFTA,Services,CA,0,0,2017,CRA,Unknown,Yes,No,Yes,Yes,Advertising
40110,14466.26,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"Hardware, Commercial"
40114,10113.5,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Consulting Services
40118,10598.48,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Bakery and Cereal Products (replaced by gsin N8920Z)
40121,153600.9,WTO-AGP,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
40142,11300.0,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
40167,126400.0,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,Unknown,No,Yes,Ship and Boat Propulsion Components - Repair
40170,17628.0,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
40178,11544.75,CETA,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,Freight and Cargo Services
40185,174111.08,WTO-AGP,Services,CA,5,0,2018,GAC,Yes,Unknown,No,Yes,Yes,Informatics Professional Services
40192,117277.05,WTO-AGP,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
40218,12749.41,NAFTA,Services,CA,0,0,2018,CBSA,Yes,Yes,No,No,Yes,Communications (R&D)
40220,11897.0,WTO-AGP,Services,CA,0,0,2018,CBSA,Yes,Yes,No,No,Yes,Signage Design and Installation
40224,11000.0,NAFTA,Services,HT,0,0,2017,GAC,Yes,Yes,No,No,Yes,Services of Individuals - Except Consultants
40270,15660.59,NAFTA,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Bearings, Antifriction, Unmounted"
40319,79100.0,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"Alarm and Signal Systems, Miscellaneous - Repair, Overhaul and Maintenance"
40341,25543.53,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Building/Installation Special Trade Services, Not Elsewhere Specified"
